agent_id,time_step,vertex_index
85,15,303
85,16,304
85,17,305
85,18,306
85,19,307
85,20,308
86,0,52
86,1,84
86,2,116
86,3,148
86,4,147
86,5,179
86,6,178
86,7,177
86,8,176
86,9,175
86,10,174
86,11,173
86,12,141
86,13,140
86,14,108
86,15,76
86,16,75
86,17,74
86,18,42
86,19,10
86,20,9
86,21,8
86,22,40
86,23,39
86,24,38
86,25,6
86,26,5
86,27,4
86,28,3
86,29,35
86,30,34
86,31,33
86,32,32
86,33,64
86,34,96
86,35,97
86,36,129
86,37,161
86,38,193
86,39,225
86,40,224
86,41,256
86,42,288
86,43,320
86,44,352
86,45,353
86,46,354
86,47,386
86,48,418
86,49,417
86,50,449
86,51,448
86,52,480
86,53,481
86,54,482
86,55,483
86,56,515
86,57,547
86,58,579
86,59,578
86,60,610
86,61,642
86,62,643
86,63,675
86,64,707
86,65,706
86,66,738
86,67,737
86,68,736
86,69,768
86,70,769
86,71,801
86,72,800
86,73,832
86,74,864
86,75,896
86,76,897
86,77,898
86,78,930
86,79,962
86,80,994
86,81,993
86,82,992
86,83,960
87,0,287
87,1,319
87,2,351
87,3,350
87,4,382
87,5,414
87,6,413
87,7,412
87,8,444
87,9,476
87,10,475
87,11,507
87,12,539
87,13,571
87,14,603
87,15,602
87,16,601
87,17,633
87,18,632
87,19,631
87,20,630
87,21,629
87,22,661
87,23,660
87,24,692
87,25,691
87,26,690
87,27,689
87,28,657
87,29,656
87,30,624
87,31,592
88,0,823
88,1,822
88,2,790
88,3,758
88,4,757
88,5,725
88,6,693
88,7,692
89,0,430
89,1,398
89,2,399
89,3,400
89,4,401
89,5,402
89,6,403
89,7,435
89,8,436
89,9,437
89,10,469
89,11,470
89,12,471
89,13,472
89,14,473
89,15,474
89,16,475
89,17,476
89,18,444
89,19,412
89,20,413
89,21,414
89,22,382
89,23,350
89,24,318
89,25,286
89,26,254
89,27,222
89,28,221
89,29,220
89,30,219
90,0,34
90,1,35
90,2,36
90,3,37
90,4,38
90,5,39
90,6,40
90,7,41
90,8,42
90,9,43
90,10,44
90,11,45
90,12,46
90,13,47
90,14,48
90,15,80
90,16,112
90,17,113
90,18,114
90,19,115
90,20,116
90,21,117
90,22,118
90,23,119
90,24,120
90,25,121
90,26,153
90,27,154
90,28,155
90,29,156
90,30,157
90,31,158
90,32,126
91,0,968
91,1,969
91,2,970
91,3,938
91,4,939
91,5,907
91,6,908
91,7,909
91,8,910
91,9,878
91,10,879
91,11,847
91,12,848
91,13,816
91,14,784
91,15,752
91,16,753
91,17,721
91,18,722
91,19,690
91,20,691
91,21,659
91,22,660
91,23,628
91,24,629
91,25,597
91,26,565
91,27,533
91,28,534
91,29,502
91,30,470
91,31,438
91,32,406
91,33,374
91,34,342
91,35,341
91,36,309
91,37,277
91,38,245
91,39,213
91,40,212
91,41,211
91,42,179
91,43,178
91,44,177
92,0,422
92,1,454
92,2,453
92,3,485
92,4,517
92,5,549
92,6,548
92,7,547
92,8,579
92,9,578
92,10,610
92,11,642
92,12,674
93,0,836
93,1,837
93,2,838
93,3,806
93,4,807
93,5,775
93,6,776
93,7,777
93,8,778
93,9,746
93,10,714
93,11,682
93,12,683
93,13,684
93,14,652
93,15,653
93,16,621
93,17,622
93,18,590
93,19,558
93,20,526
93,21,527
93,22,528
93,23,496
93,24,497
93,25,498
93,26,499
93,27,467
93,28,468
93,29,469
93,30,470
93,31,471
93,32,472
93,33,440
93,34,408
93,35,409
93,36,377
93,37,345
93,38,313
93,39,281
93,40,249
93,41,217
93,42,185
93,43,153
93,44,121
94,0,942
94,1,941
94,2,909
94,3,877
94,4,845
94,5,813
94,6,781
94,7,780
94,8,748
94,9,716
94,10,684
94,11,652
94,12,620
94,13,621
94,14,589
94,15,557
94,16,525
94,17,493
94,18,461
94,19,460
94,20,428
94,21,396
94,22,364
94,23,332
94,24,331
94,25,330
94,26,329
94,27,328
94,28,327
94,29,295
94,30,263
94,31,231
94,32,230
94,33,229
94,34,197
94,35,165
94,36,133
94,37,132
94,38,131
94,39,130
95,0,206
95,1,207
95,2,208
95,3,209
95,4,210
95,5,211
95,6,212
95,7,213
95,8,214
95,9,215
95,10,183
95,11,184
95,12,185
95,13,186
95,14,187
95,15,155
95,16,123
95,17,91
95,18,92
95,19,93
95,20,94
95,21,95
96,0,989
96,1,988
96,2,956
96,3,924
96,4,923
96,5,891
96,6,859
96,7,827
96,8,795
96,9,794
96,10,762
96,11,730
96,12,698
96,13,697
96,14,665
96,15,633
96,16,601
96,17,569
96,18,537
96,19,538
96,20,506
96,21,505
96,22,473
96,23,441
96,24,409
97,0,382
97,1,414
97,2,413
97,3,445
97,4,444
97,5,476
97,6,508
97,7,540
97,8,541
97,9,542
97,10,574
97,11,606
97,12,638
97,13,639
97,14,671
97,15,670
97,16,669
97,17,668
97,18,700
97,19,732
97,20,731
98,0,506
98,1,538
98,2,539
98,3,540
98,4,541
98,5,542
98,6,574
98,7,606
98,8,607
98,9,639
98,10,671
98,11,670
98,12,669
98,13,668
98,14,700
98,15,732
98,16,733
98,17,765
98,18,766
98,19,767
98,20,799
98,21,831
98,22,830
98,23,862
98,24,861
98,25,893
98,26,894
98,27,895
98,28,927
98,29,959
98,30,958
98,31,990
98,32,1022
98,33,1021
98,34,1020
98,35,1019
98,36,987
98,37,986
99,0,73
99,1,74
99,2,106
99,3,138
99,4,170
99,5,202
99,6,234
99,7,235
99,8,267
99,9,299
99,10,331
99,11,363
99,12,364
99,13,396
99,14,428
99,15,460
99,16,492
99,17,524
99,18,523
100,0,327
100,1,328
100,2,329
100,3,297
100,4,298
100,5,266
100,6,234
100,7,235
100,8,203
100,9,171
100,10,139
100,11,107
100,12,75
100,13,74
100,14,42
101,0,460
101,1,428
101,2,396
101,3,364
101,4,363
101,5,331
101,6,299
101,7,267
101,8,235
101,9,203
101,10,202
101,11,201
101,12,200
101,13,199
101,14,167
101,15,166
101,16,165
101,17,164
101,18,163
101,19,162
101,20,161
102,0,926
102,1,894
102,2,862
102,3,830
102,4,798
102,5,766
102,6,734
102,7,733
102,8,701
102,9,669
102,10,637
102,11,605
102,12,573
102,13,541
102,14,542
102,15,510
102,16,511
102,17,479
102,18,447
103,0,288
103,1,289
103,2,290
103,3,291
103,4,259
103,5,260
103,6,261
103,7,229
103,8,197
103,9,165
103,10,133
103,11,101
103,12,69
103,13,37
103,14,5
104,0,892
104,1,891
104,2,890
104,3,889
104,4,888
104,5,887
104,6,886
104,7,885
104,8,884
104,9,916
104,10,915
104,11,947
105,0,483
105,1,484
105,2,485
105,3,486
105,4,518
105,5,550
105,6,551
105,7,552
105,8,553
105,9,554
105,10,555
105,11,556
105,12,524
105,13,525
105,14,493
105,15,494
105,16,462
105,17,463
105,18,464
105,19,465
105,20,466
105,21,467
105,22,435
105,23,436
105,24,404
105,25,405
105,26,406
105,27,374
105,28,342
105,29,310
105,30,278
105,31,246
105,32,214
106,0,537
106,1,538
106,2,539
106,3,507
106,4,475
106,5,443
106,6,444
106,7,412
106,8,380
106,9,348
106,10,316
106,11,284
106,12,252
106,13,253
106,14,254
106,15,222
106,16,190
106,17,158
107,0,978
107,1,946
107,2,914
107,3,882
107,4,850
107,5,849
107,6,848
107,7,847
107,8,815
107,9,814
107,10,782
107,11,781
107,12,749
107,13,717
107,14,685
107,15,684
107,16,683
107,17,651
107,18,650
107,19,649
107,20,617
107,21,585
107,22,553
107,23,552
107,24,551
107,25,550
107,26,549
107,27,548
107,28,547
107,29,546
107,30,545
107,31,513
107,32,481
107,33,449
107,34,417
107,35,385
108,0,409
108,1,408
108,2,407
108,3,406
108,4,405
108,5,404
108,6,403
108,7,402
108,8,401
108,9,369
109,0,642
109,1,643
109,2,675
109,3,707
109,4,739
109,5,771
109,6,803
109,7,835
109,8,836
109,9,837
109,10,838
109,11,839
109,12,840
109,13,872
109,14,873
109,15,874
109,16,875
109,17,876
109,18,877
109,19,878
109,20,879
109,21,880
109,22,881
109,23,849
109,24,850
109,25,851
109,26,852
109,27,884
109,28,885
109,29,886
109,30,887
109,31,919
109,32,920
109,33,921
109,34,922
109,35,923
109,36,924
109,37,925
109,38,926
109,39,927
110,0,984
110,1,952
110,2,920
110,3,888
110,4,856
110,5,824
110,6,792
110,7,760
110,8,728
110,9,727
110,10,695
110,11,663
110,12,662
110,13,630
110,14,629
110,15,597
110,16,565
111,0,755
111,1,754
111,2,786
111,3,818
111,4,850
111,5,882
111,6,914
111,7,946
111,8,978
111,9,1010
112,0,654
112,1,653
112,2,652
112,3,651
112,4,683
112,5,715
112,6,714
112,7,713
112,8,745
112,9,744
112,10,743
112,11,742
112,12,741
112,13,740
112,14,772
113,0,639
113,1,638
113,2,670
113,3,669
113,4,701
113,5,733
113,6,734
113,7,766
113,8,798
113,9,830
113,10,862
113,11,894
113,12,926
114,0,705
114,1,706
114,2,707
114,3,708
114,4,740
114,5,741
114,6,742
114,7,743
114,8,711
114,9,712
114,10,713
114,11,681
114,12,649
114,13,617
114,14,585
114,15,553
114,16,554
114,17,522
114,18,490
114,19,491
114,20,459
114,21,460
114,22,428
114,23,429
114,24,430
114,25,431
114,26,432
114,27,433
114,28,434
114,29,435
114,30,436
114,31,437
114,32,438
114,33,439
114,34,440
114,35,441
115,0,790
115,1,791
115,2,792
115,3,760
115,4,728
115,5,696
115,6,664
115,7,632
115,8,600
115,9,568
115,10,569
115,11,537
115,12,505
115,13,473
115,14,474
115,15,475
115,16,443
115,17,444
115,18,445
115,19,413
115,20,381
115,21,349
115,22,350
115,23,318
116,0,78
116,1,110
116,2,142
116,3,174
116,4,175
116,5,207
116,6,239
116,7,240
116,8,241
116,9,273
116,10,305
116,11,306
116,12,307
116,13,308
116,14,340
116,15,341
116,16,342
116,17,343
116,18,375
116,19,376
116,20,408
117,0,928
117,1,929
117,2,930
117,3,931
117,4,932
117,5,933
117,6,934
117,7,935
117,8,936
117,9,904
117,10,905
117,11,873
117,12,841
117,13,809
117,14,810
117,15,811
117,16,779
117,17,747
117,18,715
117,19,716
117,20,684
117,21,652
117,22,653
117,23,621
117,24,589
117,25,557
117,26,525
117,27,493
117,28,461
117,29,429
117,30,430
117,31,398
117,32,366
117,33,334
118,0,434
118,1,433
118,2,465
118,3,464
118,4,463
118,5,462
118,6,494
118,7,526
118,8,525
118,9,524
118,10,523
118,11,555
118,12,587
118,13,586
118,14,618
118,15,650
118,16,682
118,17,714
118,18,746
118,19,778
118,20,810
118,21,842
118,22,874
118,23,906
118,24,938
119,0,220
119,1,221
119,2,222
119,3,223
119,4,255
119,5,287
119,6,319
119,7,351
119,8,350
119,9,382
119,10,381
119,11,413
119,12,445
119,13,477
119,14,476
119,15,508
119,16,540
119,17,539
119,18,538
119,19,570
119,20,571
119,21,603
119,22,635
119,23,667
119,24,666
119,25,665
119,26,664
119,27,663
119,28,662
119,29,661
119,30,660
119,31,659
119,32,691
119,33,690
119,34,689
119,35,688
119,36,687
119,37,686
120,0,133
120,1,132
120,2,164
120,3,163
121,0,135
121,1,167
121,2,199
121,3,231
121,4,263
121,5,264
121,6,265
121,7,297
121,8,329
121,9,361
121,10,393
121,11,394
121,12,426
121,13,458
121,14,490
121,15,522
121,16,554
121,17,586
121,18,618
121,19,650
121,20,649
121,21,648
121,22,647
121,23,646
121,24,678
121,25,677
121,26,709
121,27,708
121,28,740
121,29,739
121,30,738
121,31,737
121,32,736
121,33,768
121,34,800
121,35,832
121,36,864
121,37,896
121,38,897
121,39,929
121,40,961
121,41,962
121,42,963
122,0,515
122,1,516
122,2,548
122,3,580
122,4,612
122,5,613
122,6,645
122,7,677
122,8,678
122,9,710
122,10,711
122,11,743
122,12,775
122,13,807
122,14,839
122,15,840
122,16,872
122,17,873
122,18,874
122,19,875
122,20,876
122,21,908
122,22,909
122,23,910
122,24,911
122,25,912
122,26,913
122,27,881
122,28,882
122,29,883
122,30,884
122,31,885
122,32,886
122,33,887
122,34,888
122,35,889
122,36,890
122,37,858
122,38,859
122,39,827
122,40,828
122,41,796
122,42,797
122,43,765
122,44,733
122,45,701
122,46,669
122,47,637
122,48,605
122,49,604
122,50,603
122,51,571
122,52,539
123,0,187
123,1,219
123,2,251
123,3,252
123,4,284
123,5,316
123,6,348
123,7,380
123,8,412
123,9,444
123,10,443
123,11,442
123,12,474
123,13,473
123,14,472
123,15,504
123,16,536
123,17,568
123,18,600
123,19,632
123,20,664
123,21,696
123,22,728
123,23,760
123,24,792
123,25,791
124,0,736
124,1,737
124,2,738
124,3,739
124,4,740
124,5,741
124,6,742
124,7,743
124,8,744
124,9,745
124,10,746
124,11,747
125,0,747
125,1,715
125,2,683
125,3,651
125,4,619
125,5,620
125,6,588
125,7,556
125,8,557
125,9,525
125,10,493
125,11,461
125,12,462
125,13,430
125,14,431
125,15,399
125,16,367
125,17,335
125,18,303
125,19,304
125,20,272
125,21,240
125,22,208
126,0,754
126,1,722
126,2,690
126,3,691
126,4,692
126,5,660
126,6,628
126,7,629
126,8,630
126,9,598
126,10,566
126,11,534
126,12,502
126,13,503
126,14,504
127,0,1003
127,1,971
127,2,939
127,3,907
127,4,906
127,5,905
127,6,904
127,7,903
127,8,935
127,9,934
127,10,933
127,11,901
127,12,900
127,13,868
127,14,867
127,15,835
127,16,803
127,17,802
127,18,770
127,19,738
127,20,706
127,21,674
127,22,673
127,23,672
127,24,640
127,25,608
127,26,609
127,27,610
127,28,578
127,29,579
127,30,547
127,31,515
127,32,483
127,33,451
127,34,419
127,35,387
127,36,386
127,37,385
127,38,353
127,39,321
127,40,289
127,41,288
127,42,256
127,43,257
127,44,225
127,45,226
127,46,227
127,47,195
127,48,163
127,49,131
127,50,132
127,51,133
127,52,134
127,53,135
127,54,136
127,55,137
127,56,138
127,57,139
127,58,140
127,59,141
127,60,173
127,61,174
127,62,175
128,0,783
128,1,815
128,2,847
128,3,848
128,4,849
128,5,881
128,6,913
128,7,914
128,8,915
128,9,916
128,10,948
128,11,949
128,12,981
128,13,982
128,14,983
128,15,951
128,16,952
128,17,953
128,18,921
128,19,922
128,20,890
128,21,858
128,22,826
128,23,794
128,24,795
128,25,763
128,26,731
128,27,699
128,28,698
128,29,666
128,30,667
128,31,668
128,32,669
128,33,670
128,34,638
128,35,639
128,36,607
128,37,575
128,38,574
128,39,542
128,40,510
129,0,981
129,1,949
129,2,948
129,3,916
129,4,884
129,5,885
129,6,886
129,7,854
130,0,715
130,1,683
130,2,651
130,3,619
130,4,587
130,5,588
130,6,556
130,7,557
130,8,525
130,9,526
130,10,494
130,11,462
130,12,463
130,13,464
130,14,465
130,15,466
130,16,434
130,17,402
130,18,370
130,19,371
130,20,339
130,21,307
130,22,308
130,23,276
130,24,277
130,25,278
130,26,246
130,27,214
130,28,215
130,29,183
131,0,385
131,1,386
131,2,354
131,3,322
131,4,323
131,5,324
131,6,325
131,7,293
131,8,294
131,9,295
131,10,263
131,11,264
131,12,265
131,13,266
131,14,267
131,15,235
131,16,236
131,17,237
131,18,269
131,19,301
131,20,302
131,21,303
131,22,335
131,23,336
131,24,368
131,25,369
131,26,401
131,27,433
132,0,255
132,1,223
132,2,222
132,3,221
132,4,220
132,5,188
132,6,187
132,7,186
132,8,185
132,9,184
132,10,183
132,11,151
132,12,150
132,13,149
132,14,117
132,15,116
132,16,115
132,17,147
132,18,146
132,19,145
132,20,144
132,21,176
132,22,175
132,23,207
132,24,206
132,25,174
132,26,142
132,27,110
132,28,109
132,29,108
132,30,107
132,31,106
132,32,105
132,33,104
132,34,103
132,35,102
132,36,70
132,37,69
132,38,68
132,39,67
132,40,66
132,41,98
132,42,97
132,43,129
132,44,161
132,45,193
132,46,225
132,47,224
132,48,256
132,49,257
132,50,289
132,51,290
132,52,322
132,53,354
132,54,386
132,55,418
132,56,450
132,57,482
132,58,514
132,59,513
132,60,545
132,61,544
133,0,459
133,1,460
133,2,461
133,3,429
133,4,430
133,5,431
133,6,432
133,7,433
133,8,434
133,9,435
133,10,436
133,11,437
133,12,438
133,13,406
133,14,407
133,15,408
133,16,376
133,17,377
133,18,345
133,19,313
133,20,281
133,21,249
133,22,250
133,23,218
133,24,219
133,25,220
133,26,188
133,27,156
133,28,124
133,29,92
133,30,60
133,31,28
133,32,29
133,33,30
133,34,31
134,0,162
134,1,194
134,2,226
135,0,471
135,1,503
135,2,502
135,3,534
135,4,533
135,5,532
135,6,564
135,7,563
135,8,562
135,9,594
135,10,626
135,11,625
135,12,624
135,13,623
135,14,655
135,15,654
135,16,653
135,17,685
135,18,684
135,19,716
135,20,748
135,21,747
135,22,779
135,23,811
135,24,843
135,25,842
135,26,841
135,27,840
135,28,839
135,29,838
135,30,837
135,31,836
135,32,835
135,33,834
135,34,802
135,35,770
135,36,769
136,0,325
136,1,357
136,2,356
136,3,355
136,4,387
136,5,419
136,6,451
136,7,450
136,8,449
136,9,481
136,10,513
137,0,948
137,1,916
137,2,915
137,3,883
137,4,882
137,5,881
137,6,880
137,7,879
137,8,847
137,9,815
137,10,814
137,11,782
137,12,781
137,13,749
137,14,748
137,15,747
137,16,715
137,17,714
137,18,682
137,19,650
137,20,618
137,21,586
137,22,554
137,23,522
137,24,490
137,25,489
137,26,457
137,27,458
137,28,426
137,29,394
137,30,362
137,31,330
137,32,298
137,33,297
137,34,265
137,35,264
137,36,263
138,0,688
138,1,687
138,2,686
138,3,685
138,4,717
139,0,118
139,1,119
139,2,120
139,3,121
139,4,122
139,5,154
139,6,155
139,7,156
139,8,157
139,9,189
139,10,190
139,11,191
139,12,223
139,13,255
139,14,254
139,15,286
139,16,318
139,17,350
139,18,382
139,19,414
139,20,413
139,21,445
139,22,477
139,23,509
139,24,510
139,25,542
139,26,574
139,27,606
139,28,638
139,29,637
139,30,669
139,31,701
139,32,700
139,33,732
139,34,731
139,35,730
139,36,762
139,37,794
139,38,826
139,39,858
139,40,890
139,41,922
139,42,954
139,43,986
139,44,1018
140,0,626
140,1,627
140,2,659
140,3,660
140,4,661
140,5,662
140,6,630
140,7,631
140,8,599
140,9,567
140,10,535
140,11,536
141,0,318
141,1,350
141,2,349
141,3,381
141,4,380
141,5,412
141,6,444
141,7,476
141,8,508
141,9,540
141,10,539
141,11,538
141,12,570
141,13,602
141,14,601
141,15,633
141,16,632
141,17,631
141,18,630
142,0,377
142,1,409
142,2,408
142,3,440
142,4,439
142,5,471
142,6,470
142,7,502
142,8,534
142,9,533
142,10,532
142,11,531
142,12,563
142,13,562
142,14,561
142,15,560
142,16,559
142,17,558
142,18,590
142,19,622
142,20,654
143,0,837
143,1,869
143,2,870
143,3,902
143,4,934
143,5,966
143,6,967
143,7,999
144,0,803
144,1,771
144,2,772
144,3,740
144,4,708
144,5,709
144,6,710
144,7,711
144,8,712
144,9,680
144,10,681
144,11,682
144,12,683
144,13,684
144,14,685
144,15,653
144,16,621
144,17,589
144,18,557
144,19,558
144,20,526
144,21,527
144,22,528
144,23,529
144,24,497
144,25,498
144,26,466
144,27,434
144,28,402
144,29,370
144,30,338
145,0,711
145,1,679
145,2,647
145,3,615
145,4,583
145,5,584
145,6,585
145,7,586
145,8,587
145,9,555
145,10,523
145,11,491
145,12,492
145,13,460
145,14,428
145,15,396
145,16,364
145,17,332
145,18,331
145,19,299
145,20,267
145,21,266
145,22,234
145,23,233
145,24,201
145,25,200
145,26,168
145,27,167
145,28,166
145,29,134
145,30,133
145,31,132
145,32,131
145,33,130
145,34,129
146,0,335
146,1,334
146,2,333
146,3,332
146,4,331
146,5,299
146,6,267
147,0,548
147,1,580
147,2,581
147,3,613
147,4,614
147,5,615
147,6,647
147,7,648
147,8,649
147,9,650
147,10,651
147,11,652
147,12,620
147,13,621
147,14,622
147,15,623
147,16,624
147,17,625
147,18,657
147,19,658
147,20,659
147,21,660
148,0,315
148,1,347
148,2,379
148,3,380
148,4,412
148,5,444
148,6,476
148,7,508
148,8,540
148,9,541
148,10,573
148,11,605
148,12,604
148,13,603
148,14,635
148,15,667
148,16,668
148,17,700
148,18,732
148,19,733
148,20,734
148,21,735
148,22,767
148,23,799
148,24,831
148,25,830
148,26,862
148,27,861
148,28,893
148,29,892
148,30,924
148,31,923
148,32,955
148,33,954
148,34,986
148,35,985
148,36,984
148,37,983
148,38,982
148,39,981
148,40,1013
148,41,1012
148,42,1011
148,43,1010
148,44,1009
148,45,1008
148,46,1007
148,47,1006
148,48,974
148,49,973
148,50,972
148,51,971
148,52,970
148,53,938
148,54,906
148,55,874
148,56,842
148,57,841
148,58,809
148,59,808
148,60,776
148,61,744
149,0,719
149,1,751
149,2,750
149,3,782
149,4,814
149,5,813
149,6,845
149,7,844
149,8,876
149,9,875
149,10,874
149,11,906
149,12,905
149,13,904
149,14,936
149,15,935
149,16,967
150,0,69
150,1,70
150,2,38
150,3,39
150,4,40
150,5,41
150,6,42
150,7,43
150,8,44
150,9,76
150,10,108
150,11,140
150,12,172
150,13,173
150,14,205
151,0,856
151,1,857
151,2,889
151,3,890
151,4,922
151,5,923
151,6,924
151,7,925
151,8,957
151,9,989
151,10,990
151,11,991
152,0,475
152,1,443
152,2,444
152,3,412
152,4,413
152,5,381
152,6,349
152,7,317
152,8,285
152,9,286
152,10,287
152,11,255
153,0,944
153,1,976
153,2,977
153,3,978
153,4,946
153,5,914
153,6,915
153,7,883
153,8,851
153,9,819
153,10,787
153,11,755
153,12,723
153,13,724
153,14,692
153,15,693
153,16,694
153,17,662
154,0,721
154,1,689
154,2,657
154,3,658
154,4,659
154,5,627
154,6,628
154,7,596
154,8,564
154,9,565
154,10,566
154,11,534
154,12,502
154,13,470
154,14,438
154,15,406
154,16,374
154,17,342
154,18,310
154,19,278
154,20,246
154,21,214
154,22,215
154,23,183
154,24,151
154,25,119
154,26,87
154,27,55
154,28,56
154,29,24
154,30,25
155,0,699
155,1,698
155,2,730
155,3,762
155,4,794
155,5,826
155,6,825
155,7,824
155,8,856
155,9,888
155,10,920
155,11,952
155,12,951
155,13,983
155,14,982
155,15,981
155,16,980
155,17,948
155,18,947
155,19,946
155,20,914
155,21,913
155,22,881
155,23,880
155,24,879
155,25,878
155,26,877
155,27,876
155,28,875
155,29,874
155,30,842
155,31,841
155,32,840
155,33,839
155,34,838
156,0,402
156,1,434
156,2,433
156,3,465
156,4,497
156,5,529
156,6,528
156,7,560
156,8,592
156,9,624
156,10,656
156,11,688
156,12,720
156,13,752
156,14,784
156,15,816
156,16,848
156,17,880
156,18,912
156,19,944
156,20,976
157,0,961
157,1,962
157,2,963
157,3,931
157,4,932
157,5,933
157,6,934
157,7,935
157,8,936
157,9,904
157,10,872
157,11,873
157,12,874
157,13,842
157,14,810
157,15,811
157,16,812
157,17,780
157,18,781
157,19,749
157,20,750
157,21,751
157,22,719
158,0,165
158,1,197
158,2,229
158,3,228
158,4,260
159,0,160
159,1,161
159,2,162
159,3,194
159,4,195
159,5,227
159,6,228
159,7,229
159,8,230
159,9,231
159,10,263
159,11,264
159,12,265
159,13,266
159,14,267
159,15,235
159,16,236
159,17,237
159,18,238
159,19,239
159,20,240
159,21,208
159,22,176
159,23,144
159,24,112
159,25,80
159,26,81
160,0,813
160,1,845
160,2,844
160,3,843
160,4,875
160,5,907
160,6,939
160,7,938
160,8,970
160,9,1002
160,10,1001
161,0,200
161,1,201
161,2,233
161,3,265
161,4,297
161,5,329
161,6,361
161,7,393
161,8,392
162,0,633
162,1,632
162,2,600
162,3,601
162,4,569
162,5,570
162,6,538
162,7,506
162,8,474
162,9,442
162,10,410
162,11,409
162,12,377
162,13,376
162,14,344
162,15,312
162,16,280
162,17,279
162,18,278
162,19,246
162,20,245
162,21,213
162,22,181
162,23,149
162,24,148
162,25,147
162,26,146
162,27,114
162,28,113
162,29,81
162,30,80
162,31,48
162,32,47
162,33,15
162,34,14
162,35,13
162,36,12
162,37,11
162,38,43
162,39,75
162,40,74
162,41,73
162,42,105
162,43,104
162,44,103
162,45,135
162,46,167
162,47,199
162,48,231
162,49,263
162,50,295
163,0,375
163,1,374
163,2,373
163,3,405
163,4,437
163,5,469
163,6,501
163,7,533
163,8,565
163,9,564
163,10,596
163,11,628
163,12,660
163,13,659
163,14,658
163,15,657
163,16,689
163,17,688
163,18,687
163,19,686
163,20,685
164,0,208
164,1,207
164,2,239
164,3,238
164,4,206
164,5,205
164,6,204
164,7,203
164,8,202
164,9,201
164,10,200
164,11,199
164,12,231
164,13,230
164,14,229
165,0,888
165,1,856
165,2,855
165,3,854
165,4,822
165,5,821
165,6,820
165,7,788
165,8,787
165,9,786
165,10,785
165,11,784
165,12,783
165,13,782
165,14,750
165,15,749
165,16,748
165,17,747
165,18,746
165,19,745
165,20,744
165,21,743
166,0,504
166,1,536
166,2,568
166,3,600
166,4,601
166,5,633
166,6,665
166,7,666
166,8,698
166,9,730
166,10,731
166,11,763
166,12,795
166,13,827
166,14,826
166,15,858
166,16,857
166,17,856
166,18,888
166,19,920
166,20,952
167,0,8
167,1,40
167,2,39
167,3,38
167,4,37
167,5,36
167,6,35
167,7,34
167,8,66
167,9,98
167,10,130
167,11,162
167,12,194
167,13,226
167,14,225
167,15,224
167,16,256
167,17,288
167,18,320
167,19,352
167,20,353
167,21,385
167,22,417
167,23,449
167,24,481
167,25,482
167,26,514
167,27,546
167,28,578
167,29,610
167,30,642
167,31,643
167,32,675
167,33,707
167,34,739
167,35,771
167,36,803
167,37,804
167,38,805
167,39,837
167,40,869
167,41,901
167,42,933
167,43,965
167,44,966
167,45,967
167,46,968
167,47,969
167,48,970
167,49,971
167,50,972
167,51,940
167,52,941
167,53,909
167,54,910
167,55,911
167,56,912
167,57,913
167,58,945
167,59,946
168,0,887
168,1,888
168,2,889
168,3,890
168,4,891
168,5,892
168,6,893
168,7,861
168,8,829
168,9,797
168,10,765
168,11,733
168,12,732
168,13,700
168,14,668
168,15,669
168,16,670
168,17,638
168,18,606
169,0,870
169,1,838
169,2,806
169,3,807
169,4,808
169,5,809
169,6,777
169,7,778
169,8,746
169,9,747
169,10,748
169,11,749
169,12,750
169,13,751
169,14,719
169,15,687
169,16,655
169,17,623
169,18,624
169,19,592
169,20,560
169,21,528
169,22,496
169,23,497
169,24,498
169,25,466
169,26,467
169,27,468
170,0,176
170,1,208
170,2,240
170,3,272
170,4,304
170,5,303
170,6,335
170,7,367
170,8,399
170,9,398
170,10,430
170,11,429
170,12,461
170,13,493
170,14,525
170,15,557
170,16,589
170,17,621
170,18,653
170,19,652
170,20,684
170,21,716
170,22,748
170,23,780
170,24,812
170,25,811
170,26,810
170,27,809
170,28,808
170,29,807
170,30,806
170,31,838
170,32,870
170,33,869
170,34,868
170,35,867
170,36,866
170,37,898
170,38,897
170,39,896
170,40,928
171,0,205
171,1,204
171,2,236
171,3,235
171,4,234
171,5,266
171,6,298
171,7,330
171,8,362
171,9,394
171,10,426
171,11,458
171,12,457
171,13,489
171,14,521
171,15,520
171,16,552
171,17,584
171,18,616
171,19,615
171,20,647
171,21,679
171,22,678
171,23,677
171,24,709
171,25,741
171,26,740
171,27,772
171,28,771
171,29,803
171,30,835
172,0,304
172,1,303
172,2,302
172,3,301
172,4,269
172,5,237
172,6,205
172,7,173
172,8,141
172,9,109
173,0,86
173,1,85
173,2,84
173,3,52
173,4,51
173,5,50
173,6,49
173,7,48
173,8,47
173,9,46
173,10,78
174,0,554
174,1,586
174,2,618
174,3,650
174,4,649
174,5,648
174,6,647
174,7,646
174,8,645
174,9,677
174,10,709
174,11,708
174,12,707
174,13,706
174,14,674
174,15,642
174,16,641
174,17,640
174,18,608
175,0,830
175,1,798
175,2,797
175,3,765
175,4,733
175,5,701
175,6,669
175,7,637
175,8,605
175,9,606
175,10,574
175,11,573
175,12,541
175,13,540
175,14,508
175,15,507
175,16,475
175,17,443
175,18,442
175,19,441
175,20,409
175,21,377
175,22,376
175,23,375
175,24,343
175,25,342
175,26,341
175,27,309
175,28,308
175,29,307
